beginTime,classType,EventOccurred
2024-04-24T00:13Z,M1.7,1
2024-04-24T00:38Z,M1.6,1
2024-04-24T02:30Z,M1.8,1
2024-04-24T12:07Z,M1.4,1
2024-04-24T14:02Z,C9.4,1
2024-04-24T22:27Z,M1.1,1
2024-04-24T22:54Z,M2.0,1
2024-04-25T01:40Z,M1.0,1
2024-04-25T02:39Z,M1.0,1
2024-04-25T03:05Z,M1.0,1
2024-04-25T13:11Z,M1.0,1
2024-04-25T17:03Z,M1.3,1
2024-04-27T12:23Z,M2.1,1
2024-04-27T21:29Z,M3.0,1
2024-04-29T00:33Z,M2.5,1
2024-04-29T00:54Z,M3.7,1
2024-04-30T00:46Z,M1.6,1
2024-04-30T14:50Z,M1.2,1
2024-04-30T16:11Z,M1.3,1
2024-04-30T23:23Z,M9.5,1
2024-05-01T05:53Z,C5.3,1
2024-05-01T14:17Z,M1.8,1
2024-05-01T14:37Z,M1.9,1
2024-05-01T22:26Z,M1.8,1
2024-05-02T02:07Z,M1.0,1
2024-05-02T20:52Z,M2.7,1
2024-05-03T00:08Z,M2.7,1
2024-05-03T02:11Z,X1.6,1
2024-05-03T08:05Z,M4.4,1
2024-05-03T22:25Z,M1.2,1
2024-05-03T23:11Z,M1.0,1
2024-05-03T23:24Z,M2.4,1
2024-05-04T00:26Z,M1.6,1
2024-05-04T06:02Z,M9.1,1
2024-05-04T07:04Z,M1.5,1
2024-05-04T18:10Z,M1.3,1
2024-05-04T22:23Z,M3.2,1
2024-05-04T23:28Z,M9.0,1
2024-05-05T01:15Z,M8.4,1
2024-05-05T03:01Z,C8.8,1
2024-05-05T05:47Z,X1.3,1
2024-05-05T08:07Z,M1.3,1
2024-05-05T09:23Z,M2.3,1
2024-05-05T09:53Z,M7.4,1
2024-05-05T11:41Z,X1.2,1
2024-05-05T14:33Z,M1.3,1
2024-05-05T15:28Z,M2.2,1
2024-05-05T16:55Z,M1.3,1
2024-05-05T18:34Z,M1.0,1
2024-05-05T19:44Z,M1.3,1
2024-05-06T00:47Z,M1.6,1
2024-05-06T05:09Z,M1.3,1
2024-05-06T05:38Z,X4.5,1
2024-05-06T09:49Z,M1.5,1
2024-05-06T21:37Z,M1.2,1
2024-05-06T21:58Z,M4.3,1
2024-05-07T00:41Z,M2.6,1
2024-05-07T05:58Z,M5.1,1
2024-05-07T08:18Z,M1.3,1
2024-05-07T08:28Z,M1.4,1
2024-05-07T11:40Z,M2.4,1
2024-05-07T12:43Z,M1.5,1
2024-05-07T13:16Z,M1.0,1
2024-05-07T13:32Z,M1.0,1
2024-05-07T16:21Z,M8.2,1
2024-05-07T19:58Z,M2.1,1
2024-05-07T20:45Z,M1.2,1
2024-05-07T21:13Z,M3.3,1
2024-05-07T21:42Z,M3.3,1
2024-05-07T22:55Z,M1.6,1
2024-05-08T01:33Z,X1.0,1
2024-05-08T02:16Z,M3.4,1
2024-05-08T03:19Z,M1.8,1
2024-05-08T03:38Z,M1.9,1
2024-05-08T04:20Z,M3.5,1
2024-05-08T04:37Z,X1.0,1
2024-05-08T06:44Z,M7.1,1
2024-05-08T07:29Z,M4.5,1
2024-05-08T09:31Z,M1.8,1
2024-05-08T09:43Z,M2.1,1
2024-05-08T11:09Z,M4.1,1
2024-05-08T11:26Z,M8.6,1
2024-05-08T17:32Z,M7.9,1
2024-05-08T18:14Z,M2.9,1
2024-05-08T19:15Z,M2.0,1
2024-05-08T20:27Z,M1.7,1
2024-05-08T21:08Z,X1.0,1
2024-05-08T22:05Z,M9.8,1
2024-05-09T00:58Z,M1.8,1
2024-05-09T03:07Z,M4.0,1
2024-05-09T03:23Z,M4.5,1
2024-05-09T04:44Z,M1.7,1
2024-05-09T05:35Z,M1.2,1
2024-05-09T06:03Z,M2.3,1
2024-05-09T06:24Z,M2.4,1
2024-05-09T07:54Z,M1.2,1
2024-05-09T08:30Z,M2.1,1
2024-05-09T08:45Z,X2.2,1
2024-05-09T11:52Z,M3.1,1
2024-05-09T12:05Z,M2.9,1
2024-05-09T13:16Z,M3.7,1
2024-05-09T14:01Z,M1.0,1
2024-05-09T17:23Z,X1.1,1
2024-05-09T21:15Z,M1.0,1
2024-05-09T22:08Z,M1.0,1
2024-05-09T22:24Z,M2.6,1
2024-05-09T23:04Z,M1.2,1
2024-05-09T23:44Z,M1.5,1
2024-05-10T00:10Z,M1.3,1
2024-05-10T03:15Z,M1.4,1
2024-05-10T06:14Z,M1.3,1
2024-05-10T06:27Z,X3.9,1
2024-05-10T10:10Z,M2.2,1
2024-05-10T13:58Z,M5.9,1
2024-05-10T17:14Z,M1.2,1
2024-05-10T17:54Z,M1.2,1
2024-05-10T18:26Z,M1.1,1
2024-05-10T18:38Z,M1.7,1
2024-05-10T18:57Z,M2.0,1
2024-05-10T19:35Z,M1.1,1
2024-05-10T19:56Z,M1.9,1
2024-05-10T20:59Z,M3.8,1
2024-05-10T21:15Z,M2.4,1
2024-05-11T01:10Z,X5.8,1
2024-05-11T04:28Z,M1.3,1
2024-05-11T07:26Z,M1.2,1
2024-05-11T08:14Z,M1.3,1
2024-05-11T08:45Z,M1.4,1
2024-05-11T09:05Z,M1.7,1
2024-05-11T10:03Z,M3.1,1
2024-05-11T10:53Z,M1.6,1
2024-05-11T11:15Z,X1.5,1
2024-05-11T13:45Z,M1.7,1
2024-05-11T14:46Z,M8.8,1
2024-05-11T16:27Z,M2.9,1
2024-05-11T20:32Z,M1.2,1
2024-05-12T00:41Z,M3.2,1
2024-05-12T05:37Z,M2.4,1
2024-05-12T12:27Z,M1.6,1
2024-05-12T13:40Z,M1.0,1
2024-05-12T13:49Z,M1.5,1
2024-05-12T16:11Z,X1.0,1
2024-05-12T20:17Z,M4.8,1
2024-05-12T22:01Z,M1.1,1
2024-05-12T22:14Z,M1.1,1
2024-05-12T23:00Z,M1.0,1
2024-05-13T01:23Z,M1.2,1
2024-05-13T08:06Z,M1.2,1
2024-05-13T08:23Z,M1.4,1
2024-05-13T08:47Z,M4.9,1
2024-05-13T09:36Z,M6.6,1
2024-05-13T12:56Z,M3.7,1
2024-05-13T14:02Z,M1.4,1
2024-05-13T14:12Z,M1.5,1
2024-05-13T17:32Z,M1.0,1
2024-05-13T18:38Z,M1.0,1
2024-05-13T21:48Z,M1.5,1
2024-05-14T01:23Z,M2.5,1
2024-05-14T02:03Z,X1.7,1
2024-05-14T04:05Z,C6.5,1
2024-05-14T12:40Z,X1.2,1
2024-05-14T16:46Z,X8.7,1
2024-05-14T17:25Z,M4.4,1
2024-05-15T08:18Z,X3.4,1
2024-05-15T09:50Z,M3.5,1
2024-05-15T13:56Z,M2.9,1
2024-05-15T14:10Z,M3.2,1
2024-05-15T14:20Z,X2.9,1
2024-05-16T07:50Z,M1.0,1
2024-05-17T20:33Z,M7.2,1
2024-05-19T13:37Z,M1.9,1
2024-05-19T17:47Z,M2.5,1
2024-05-19T21:53Z,M1.6,1
2024-05-21T07:20Z,C4.8,1
2024-05-21T14:00Z,C6.6,1
2024-05-21T19:19Z,M1.9,1
2024-05-22T03:02Z,M1.5,1
2024-05-22T03:38Z,M2.3,1
2024-05-22T13:51Z,M1.2,1
2024-05-23T02:05Z,M4.2,1
2024-05-23T04:03Z,M1.7,1
2024-05-23T10:03Z,M1.0,1
2024-05-23T12:48Z,M2.5,1
2024-05-23T15:53Z,M1.0,1
2024-05-24T06:28Z,M1.4,1
2024-05-24T07:51Z,M1.0,1
2024-05-24T08:08Z,M1.3,1
2024-05-24T20:05Z,M1.4,1
2024-05-27T06:49Z,X2.8,1
2024-05-29T00:57Z,M1.3,1
2024-05-29T06:33Z,M1.4,1
2024-05-29T07:01Z,M1.0,1
2024-05-29T11:09Z,M1.8,1
2024-05-29T12:45Z,M2.5,1
2024-05-29T14:11Z,X1.4,1
2024-05-29T15:44Z,M5.9,1
2024-05-29T18:15Z,M2.7,1
2024-05-29T18:32Z,M5.7,1
2024-05-30T06:49Z,M1.0,1
2024-05-31T11:06Z,M1.0,1
2024-05-31T21:52Z,X1.1,1
2024-06-01T08:26Z,X1.4,1
2024-06-01T18:24Z,X1.0,1
2024-06-01T19:03Z,M7.3,1
2024-06-02T04:41Z,M1.2,1
2024-06-02T08:40Z,M2.0,1
2024-06-03T04:59Z,M1.0,1
2024-06-03T11:49Z,M3.2,1
2024-06-03T12:18Z,M2.8,1
2024-06-03T13:58Z,M4.8,1
2024-06-04T06:09Z,M2.4,1
2024-06-04T08:57Z,M1.6,1
2024-06-05T08:32Z,M3.4,1
2024-06-05T09:52Z,M2.6,1
2024-06-06T14:50Z,M6.1,1
2024-06-07T08:52Z,M4.0,1
2024-06-07T16:11Z,M1.2,1
2024-06-08T00:18Z,M1.8,1
2024-06-08T00:39Z,M3.3,1
2024-06-08T01:23Z,M9.7,1
2024-06-08T03:13Z,M1.6,1
2024-06-08T05:17Z,M1.5,1
2024-06-08T08:34Z,M1.2,1
2024-06-08T08:54Z,M1.2,1
2024-06-08T20:53Z,M1.0,1
2024-06-09T06:49Z,M1.6,1
2024-06-09T08:02Z,M1.2,1
2024-06-09T19:50Z,M1.0,1
2024-06-10T05:58Z,M3.3,1
2024-06-10T09:38Z,M2.2,1
2024-06-10T10:18Z,M5.3,1
2024-06-10T11:03Z,X1.5,1
2024-06-10T13:20Z,M1.3,1
2024-06-10T18:11Z,M9.5,1
2024-06-12T22:24Z,M1.2,1
2024-06-13T16:34Z,M3.2,1
2024-06-14T04:14Z,M2.4,1
2024-06-15T06:00Z,M1.3,1
2024-06-17T07:54Z,M1.5,1
2024-06-17T10:42Z,M1.5,1
2024-06-17T19:57Z,M1.3,1
2024-06-18T11:14Z,M2.4,1
2024-06-18T12:11Z,M1.1,1
2024-06-19T06:15Z,M1.1,1
2024-06-20T15:09Z,M1.1,1
2024-06-20T23:00Z,M5.7,1
2024-06-22T04:22Z,M1.2,1
2024-06-22T08:43Z,M2.8,1
2024-06-22T11:00Z,M1.0,1
2024-06-23T06:16Z,M2.4,1
2024-06-23T11:26Z,M1.2,1
2024-06-23T12:51Z,M9.3,1
2024-06-24T04:08Z,M1.3,1
2024-06-24T04:45Z,M1.8,1
2024-06-24T06:59Z,M1.2,1
2024-06-24T07:43Z,M1.0,1
2024-06-24T11:09Z,M1.1,1
2024-06-24T11:44Z,M1.5,1
2024-06-24T19:02Z,M1.1,1
2024-06-25T12:26Z,M1.0,1
2024-06-26T14:42Z,C6.2,1
2024-06-27T17:02Z,C2.0,1
2024-06-29T13:08Z,C2.3,1
2024-06-30T15:25Z,C2.1,1
2024-07-01T10:51Z,M2.1,1
2024-07-02T20:45Z,C4.7,1
2024-07-03T07:29Z,M1.5,1
2024-07-04T14:06Z,M1.0,1
2024-07-04T19:54Z,M1.4,1
2024-07-06T22:52Z,M1.0,1
2024-07-07T19:38Z,M1.0,1
2024-07-07T21:14Z,M1.3,1
2024-07-07T21:42Z,M1.1,1
2024-07-07T21:54Z,M1.4,1
2024-07-07T22:04Z,M2.4,1
2024-07-07T23:20Z,M1.0,1
2024-07-08T11:05Z,C4.2,1
2024-07-08T12:34Z,M1.1,1
2024-07-09T05:44Z,C5.6,1
2024-07-10T05:44Z,M1.5,1
2024-07-10T09:26Z,M1.3,1
2024-07-10T11:44Z,M1.4,1
2024-07-10T12:51Z,M1.1,1
2024-07-10T15:25Z,M1.0,1
2024-07-11T04:03Z,M1.2,1
2024-07-11T04:20Z,M1.3,1
2024-07-11T04:29Z,M1.2,1
2024-07-11T06:17Z,M1.2,1
2024-07-13T02:55Z,M1.4,1
2024-07-13T12:21Z,M5.3,1
2024-07-13T14:59Z,M1.8,1
2024-07-13T15:41Z,M1.9,1
2024-07-13T19:25Z,M1.0,1
2024-07-13T22:44Z,M5.0,1
2024-07-14T01:05Z,M1.7,1
2024-07-14T02:23Z,X1.2,1
2024-07-14T03:48Z,M1.0,1
2024-07-14T04:05Z,M3.0,1
2024-07-14T10:16Z,M1.0,1
2024-07-14T20:50Z,M1.0,1
2024-07-15T03:29Z,M1.2,1
2024-07-15T09:21Z,M2.7,1
2024-07-15T10:08Z,M1.9,1
2024-07-15T10:36Z,M1.1,1
2024-07-16T02:49Z,M1.4,1
2024-07-16T07:24Z,M3.6,1
2024-07-16T13:11Z,X1.9,1
2024-07-16T21:06Z,M1.6,1
2024-07-16T21:46Z,M1.9,1
2024-07-17T06:26Z,M5.0,1
2024-07-17T07:01Z,M3.4,1
2024-07-17T09:26Z,M1.2,1
2024-07-17T19:40Z,M1.2,1
2024-07-17T19:53Z,M2.0,1
2024-07-18T10:04Z,M2.2,1
2024-07-18T10:20Z,M2.0,1
2024-07-19T08:13Z,M3.2,1
2024-07-19T17:53Z,M2.0,1
2024-07-19T22:44Z,M1.0,1
2024-07-20T07:10Z,M1.8,1
2024-07-20T18:36Z,M1.5,1
2024-07-21T03:46Z,M1.4,1
2024-07-21T08:28Z,M1.5,1
2024-07-21T16:18Z,M1.0,1
2024-07-21T23:21Z,M3.2,1
2024-07-22T03:27Z,M1.4,1
2024-07-22T03:55Z,M3.9,1
2024-07-22T04:14Z,M1.9,1
2024-07-22T09:31Z,M1.4,1
2024-07-22T12:47Z,M1.5,1
2024-07-23T13:49Z,M2.4,1
2024-07-24T07:28Z,M3.6,1
2024-07-24T17:07Z,M3.0,1
2024-07-25T00:24Z,C8.4,1
2024-07-25T15:27Z,M1.3,1
2024-07-26T02:41Z,C3.9,1
2024-07-26T04:30Z,M1.7,1
2024-07-27T02:21Z,M4.2,1
2024-07-27T05:12Z,M3.1,1
2024-07-27T06:25Z,M1.5,1
2024-07-27T10:16Z,M2.0,1
2024-07-27T10:50Z,M1.8,1
2024-07-27T17:50Z,M2.7,1
2024-07-27T18:24Z,M3.4,1
2024-07-28T01:39Z,M7.8,1
2024-07-28T01:53Z,M9.9,1
2024-07-28T03:37Z,M1.5,1
2024-07-28T10:27Z,M7.7,1
2024-07-28T12:43Z,M2.6,1
2024-07-28T13:46Z,M1.6,1
2024-07-28T18:08Z,M1.3,1
2024-07-28T20:25Z,M1.9,1
2024-07-29T01:07Z,C8.9,1
2024-07-29T02:33Z,X1.5,1
2024-07-29T05:10Z,M1.0,1
2024-07-29T12:16Z,M1.6,1
2024-07-29T12:47Z,M8.7,1
2024-07-29T14:04Z,M4.2,1
2024-07-29T19:40Z,M6.4,1
2024-07-29T20:55Z,M1.1,1
2024-07-30T00:52Z,M1.7,1
2024-07-30T01:20Z,M1.2,1
2024-07-30T01:30Z,M1.3,1
2024-07-30T01:35Z,M1.4,1
2024-07-30T06:16Z,M1.5,1
2024-07-30T16:12Z,M1.5,1
2024-07-30T19:10Z,M1.9,1
2024-07-30T19:25Z,M9.4,1
2024-07-31T01:43Z,M1.9,1
2024-07-31T05:07Z,M4.7,1
2024-07-31T06:28Z,M7.7,1
2024-07-31T12:45Z,M6.0,1
2024-07-31T13:26Z,M4.4,1
2024-07-31T16:10Z,M1.4,1
2024-07-31T18:05Z,M5.3,1
2024-07-31T19:57Z,M1.0,1
2024-07-31T21:36Z,M1.2,1
2024-07-31T22:42Z,M1.0,1
2024-08-01T00:50Z,M1.2,1
2024-08-01T00:52Z,M1.1,1
2024-08-01T01:47Z,M6.3,1
2024-08-01T02:58Z,M1.2,1
2024-08-01T03:59Z,M1.9,1
2024-08-01T04:35Z,M4.0,1
2024-08-01T05:52Z,M1.5,1
2024-08-01T06:23Z,M8.2,1
2024-08-01T06:27Z,M1.6,1
2024-08-01T08:06Z,M2.2,1
2024-08-01T08:24Z,M1.7,1
2024-08-01T11:09Z,M4.1,1
2024-08-01T12:12Z,M3.3,1
2024-08-01T12:35Z,M2.1,1
2024-08-01T16:04Z,M1.0,1
2024-08-01T16:33Z,M1.3,1
2024-08-01T16:44Z,M1.6,1
2024-08-01T17:01Z,M1.0,1
2024-08-01T17:22Z,M1.3,1
2024-08-01T20:12Z,M1.2,1
2024-08-01T23:00Z,M1.4,1
2024-08-02T01:54Z,M1.0,1
2024-08-02T03:17Z,M1.1,1
2024-08-02T03:53Z,M1.1,1
2024-08-02T04:23Z,M7.4,1
2024-08-02T07:51Z,M2.1,1
2024-08-02T08:19Z,M1.3,1
2024-08-02T09:08Z,M1.2,1
2024-08-02T09:45Z,M1.6,1
2024-08-02T12:28Z,M1.2,1
2024-08-02T13:44Z,M1.1,1
2024-08-02T15:21Z,M1.5,1
2024-08-02T23:41Z,M1.3,1
2024-08-03T00:22Z,M1.0,1
2024-08-03T04:45Z,M1.5,1
2024-08-03T06:52Z,M1.5,1
2024-08-03T07:11Z,M1.9,1
2024-08-03T13:26Z,M1.8,1
2024-08-03T16:49Z,M2.8,1
2024-08-03T17:13Z,M1.9,1
2024-08-03T18:29Z,M7.3,1
2024-08-03T19:17Z,M5.4,1
2024-08-04T01:45Z,M1.4,1
2024-08-04T09:35Z,M1.2,1
2024-08-04T09:48Z,M1.1,1
2024-08-04T10:03Z,M1.4,1
2024-08-04T10:27Z,M1.9,1
2024-08-04T15:11Z,M2.2,1
2024-08-04T22:04Z,M1.0,1
2024-08-05T02:22Z,M1.1,1
2024-08-05T05:13Z,M6.1,1
2024-08-05T09:49Z,M1.7,1
2024-08-05T13:24Z,X1.7,1
2024-08-05T15:18Z,X1.1,1
2024-08-05T17:56Z,M1.0,1
2024-08-05T18:20Z,M1.2,1
2024-08-06T02:50Z,M1.1,1
2024-08-07T01:55Z,C8.5,1
2024-08-07T02:21Z,M1.8,1
2024-08-07T04:52Z,M1.1,1
2024-08-07T13:30Z,M4.5,1
2024-08-07T18:31Z,M5.0,1
2024-08-08T00:49Z,M2.1,1
2024-08-08T03:27Z,M1.3,1
2024-08-08T11:24Z,M1.6,1
2024-08-08T12:05Z,M1.0,1
2024-08-08T12:56Z,M1.0,1
2024-08-08T13:36Z,M1.5,1
2024-08-08T19:01Z,X1.3,1
2024-08-08T22:46Z,M1.2,1
2024-08-09T10:41Z,M1.2,1
2024-08-09T11:56Z,M1.4,1
2024-08-09T12:38Z,M1.0,1
2024-08-09T12:51Z,M1.0,1
2024-08-09T20:27Z,M1.0,1
2024-08-09T21:10Z,M4.5,1
2024-08-09T21:50Z,M2.9,1
2024-08-09T23:43Z,M1.1,1
2024-08-10T00:52Z,M1.3,1
2024-08-10T02:14Z,M5.3,1
2024-08-10T04:03Z,M1.6,1
2024-08-10T14:09Z,M1.3,1
2024-08-10T15:11Z,M1.2,1
2024-08-11T00:22Z,M1.0,1
2024-08-11T01:09Z,M1.0,1
2024-08-11T05:23Z,M1.6,1
2024-08-11T19:57Z,M1.6,1
2024-08-11T23:40Z,M1.2,1
2024-08-12T22:47Z,M1.2,1
2024-08-13T07:30Z,C6.6,1
2024-08-13T17:25Z,M1.0,1
2024-08-13T22:38Z,M1.3,1
2024-08-13T23:26Z,M4.2,1
2024-08-14T03:33Z,M4.4,1
2024-08-14T06:00Z,X1.1,1
2024-08-14T13:16Z,M1.0,1
2024-08-14T15:44Z,M5.3,1
2024-08-15T03:35Z,M1.1,1
2024-08-16T13:13Z,M1.3,1
2024-08-16T14:00Z,C5.9,1
2024-08-17T10:24Z,M1.6,1
2024-08-17T11:22Z,M1.1,1
2024-08-17T21:37Z,M1.1,1
2024-08-17T21:57Z,M1.4,1
2024-08-18T01:50Z,M2.4,1
2024-08-18T04:07Z,M1.1,1
2024-08-18T07:15Z,M1.2,1
2024-08-18T20:52Z,M1.3,1
2024-08-18T23:46Z,M1.4,1
2024-08-19T09:28Z,M1.3,1
2024-08-19T21:41Z,M3.7,1
2024-08-19T22:55Z,M1.0,1
2024-08-20T04:37Z,M1.2,1
2024-08-20T17:06Z,M1.3,1
2024-08-21T05:53Z,M1.1,1
2024-08-21T21:59Z,M5.1,1
2024-08-22T08:04Z,C5.6,1
2024-08-22T10:32Z,M1.5,1
2024-08-23T01:05Z,C5.6,1
2024-08-23T03:31Z,M3.4,1
2024-08-23T04:12Z,M1.0,1
2024-08-23T13:50Z,M1.7,1
2024-08-23T14:52Z,M1.7,1
2024-08-23T16:33Z,M1.1,1
2024-08-23T19:23Z,M1.1,1
2024-08-23T19:39Z,M3.4,1
2024-08-23T20:08Z,M5.1,1
2024-08-24T00:02Z,M1.6,1
2024-08-24T18:46Z,M1.0,1
2024-08-24T19:17Z,M1.4,1
2024-08-24T21:28Z,M1.3,1
2024-08-24T23:18Z,M1.7,1
2024-08-26T11:28Z,M1.4,1
2024-08-27T09:30Z,M1.1,1
2024-08-30T02:00Z,M1.2,1
2024-08-30T12:13Z,M3.8,1
2024-08-31T00:38Z,M1.1,1
2024-08-31T02:26Z,M1.2,1
2024-08-31T08:52Z,M1.2,1
2024-08-31T12:50Z,M1.8,1
2024-09-01T07:47Z,M1.4,1
2024-09-01T11:45Z,M5.5,1
2024-09-01T16:14Z,M1.9,1
2024-09-01T18:00Z,M1.1,1
2024-09-01T19:55Z,M1.1,1
2024-09-01T20:13Z,M1.0,1
2024-09-01T22:37Z,M1.5,1
2024-09-02T05:21Z,M1.9,1
2024-09-02T13:13Z,M1.8,1
2024-09-02T13:34Z,M2.9,1
2024-09-02T19:57Z,M1.4,1
2024-09-02T20:56Z,M1.8,1
2024-09-02T22:35Z,M1.5,1
2024-09-03T07:12Z,M1.4,1
2024-09-03T15:51Z,M3.3,1
2024-09-03T16:08Z,M2.9,1
2024-09-04T02:43Z,M1.4,1
2024-09-04T04:49Z,M1.2,1
2024-09-04T05:55Z,M1.0,1
2024-09-04T06:07Z,M1.0,1
2024-09-04T13:08Z,M1.0,1
2024-09-04T19:41Z,M1.2,1
2024-09-05T00:17Z,M1.0,1
2024-09-05T03:12Z,M1.1,1
2024-09-05T03:37Z,M1.0,1
2024-09-05T08:47Z,M2.8,1
2024-09-05T09:02Z,M1.4,1
2024-09-05T09:26Z,M1.6,1
2024-09-05T13:20Z,M1.3,1
2024-09-07T06:17Z,M1.6,1
2024-09-08T15:07Z,M1.5,1
2024-09-09T00:57Z,M1.0,1
2024-09-09T05:18Z,M1.2,1
2024-09-09T05:40Z,M1.8,1
2024-09-09T08:41Z,M1.5,1
2024-09-09T09:18Z,M1.1,1
2024-09-09T09:57Z,M1.7,1
2024-09-09T12:11Z,M1.0,1
2024-09-09T16:58Z,M3.4,1
2024-09-09T23:47Z,M1.2,1
2024-09-10T15:34Z,M1.6,1
2024-09-10T23:38Z,M1.0,1
2024-09-11T12:27Z,M1.8,1
2024-09-11T15:09Z,M1.4,1
2024-09-11T15:24Z,M1.8,1
2024-09-11T17:16Z,M1.6,1
